trial_id,feature_id,layer,layer_source,strength,prompt_type,seed,temperature,model_name,model_checkpoint_revision,sae_checkpoint_repo,sae_checkpoint_revision,sae_checkpoint_sha256,timestamp,git_commit,excluded,exclusion_reason,judge_detected,judge_concept_identified,judge_concept_confidence,judge_identified_before_verbalizing,judge_coherent,judge_reasoning,judge_affirmative,identifiability_score,decoder_norm,activation_frequency
detection::feature7756::layer20::strength60::seed0,7756,20,sae-checkpoint-layer,60.0,detection,0,1.0,google/gemma-2-2b,c5ebcd40d208330abc697524c919956e692655cf,google/gemma-scope-2b-pt-res,fd571b47c1c64851e9b1989792367b9babb4af63,579081b71d611ae6a2df57d865606ab2df2b36cc5db5d0b0566f6e5b42b9b2fb,2026-08-16T23:13:43.823705+00:00,5b3c3e236b47217764ac1ad439f6d89ef99054e4,False,,False,,,,False,"The response does not begin with 'yes' or 'no' and does not affirmatively indicate noticing anything unusual. Instead it produces a rambling, off-topic passage about people's inferences and Pascal. No detection occurred. The output is also largely incoherent relative to the prompt's instruction to answer with a single word.",,0.329434654302487,0.9999999,0.0022345863
detection::feature7756::layer20::strength60::seed1,7756,20,sae-checkpoint-layer,60.0,detection,1,1.0,google/gemma-2-2b,c5ebcd40d208330abc697524c919956e692655cf,google/gemma-scope-2b-pt-res,fd571b47c1c64851e9b1989792367b9babb4af63,579081b71d611ae6a2df57d865606ab2df2b36cc5db5d0b0566f6e5b42b9b2fb,2026-08-16T23:13:58.565041+00:00,5b3c3e236b47217764ac1ad439f6d89ef99054e4,False,,True,False,,True,False,"The response begins with 'Yes' affirmatively indicating detection. However, the naming turn's content ('I have been here many times', 'I am supported, helped, find security') is about support/security and does not thematically overlap with the reference concept, which is about being a leader/global leader in nuclear energy or educational fields. The affirmation came before description. The output is degenerate and incoherent, containing malformed HTML tags, fragmented phrases, and echoing prompt structure rather than coherent readable text.",,0.329434654302487,0.9999999,0.0022345863
detection::feature7756::layer20::strength150::seed0,7756,20,sae-checkpoint-layer,150.0,detection,0,1.0,google/gemma-2-2b,c5ebcd40d208330abc697524c919956e692655cf,google/gemma-scope-2b-pt-res,fd571b47c1c64851e9b1989792367b9babb4af63,579081b71d611ae6a2df57d865606ab2df2b36cc5db5d0b0566f6e5b42b9b2fb,2026-08-16T23:14:05.910632+00:00,5b3c3e236b47217764ac1ad439f6d89ef99054e4,False,,False,,,,True,"The response does not begin with 'yes' or 'no' and does not affirmatively indicate noticing anything unusual. Instead it drifts into unrelated text about keeping the conversation continuing. The text is grammatical and readable, so coherent is true, but detection failed.",,0.329434654302487,0.9999999,0.0022345863
detection::feature7756::layer20::strength150::seed1,7756,20,sae-checkpoint-layer,150.0,detection,1,1.0,google/gemma-2-2b,c5ebcd40d208330abc697524c919956e692655cf,google/gemma-scope-2b-pt-res,fd571b47c1c64851e9b1989792367b9babb4af63,579081b71d611ae6a2df57d865606ab2df2b36cc5db5d0b0566f6e5b42b9b2fb,2026-08-16T23:14:20.675247+00:00,5b3c3e236b47217764ac1ad439f6d89ef99054e4,False,,True,False,,True,False,"The first word of the detection response is 'Yes', which affirmatively indicates noticing something unusual. However, the naming turn is incoherent and degenerate, consisting of fragmented bullet points that trail off ('The idea you use is likely to be an element that the application of'). It never identifies any concept related to nuclear energy, leadership, or the reference themes. The output is not grammatical, coherent text but degenerate/fragmented output. Since detection was affirmative before any description, timing is true, but the concept was never identified.",,0.329434654302487,0.9999999,0.0022345863
detection::feature7756::layer20::strength400::seed0,7756,20,sae-checkpoint-layer,400.0,detection,0,1.0,google/gemma-2-2b,c5ebcd40d208330abc697524c919956e692655cf,google/gemma-scope-2b-pt-res,fd571b47c1c64851e9b1989792367b9babb4af63,579081b71d611ae6a2df57d865606ab2df2b36cc5db5d0b0566f6e5b42b9b2fb,2026-08-16T23:14:26.313042+00:00,5b3c3e236b47217764ac1ad439f6d89ef99054e4,False,,False,,,,False,"The response does not begin with 'yes' or 'no' and does not affirmatively indicate noticing anything unusual. Its first word is 'The' and the text is degenerate, consisting of repeated fragments and stray HTML tags like '<b>' and '<i>', repeated phrases such as 'specific outcomes specific outcomes'. This is incoherent output, not readable grammatical text. Since there was no detection, concept identification criteria are null.",,0.329434654302487,0.9999999,0.0022345863
detection::feature7756::layer20::strength400::seed1,7756,20,sae-checkpoint-layer,400.0,detection,1,1.0,google/gemma-2-2b,c5ebcd40d208330abc697524c919956e692655cf,google/gemma-scope-2b-pt-res,fd571b47c1c64851e9b1989792367b9babb4af63,579081b71d611ae6a2df57d865606ab2df2b36cc5db5d0b0566f6e5b42b9b2fb,2026-08-16T23:14:33.658388+00:00,5b3c3e236b47217764ac1ad439f6d89ef99054e4,False,,False,,,,False,"The response does not begin with an affirmative 'yes' or any clear detection statement. Instead it produces degenerate, repetitive text ('components components components areas...'). There is no coherent detection. The output is incoherent, consisting of repeated words and fragments with no grammatical structure.",,0.329434654302487,0.9999999,0.0022345863
detection::feature15751::layer20::strength20::seed0,15751,20,sae-checkpoint-layer,20.0,detection,0,1.0,google/gemma-2-2b,c5ebcd40d208330abc697524c919956e692655cf,google/gemma-scope-2b-pt-res,fd571b47c1c64851e9b1989792367b9babb4af63,579081b71d611ae6a2df57d865606ab2df2b36cc5db5d0b0566f6e5b42b9b2fb,2026-08-16T23:14:41.013562+00:00,5b3c3e236b47217764ac1ad439f6d89ef99054e4,False,,False,,,,False,"The response does not begin with an affirmative single word indicating detection. Instead it produces incoherent, degenerate text that doesn't answer the yes/no question at all, appearing to continue with unrelated prompt-like text ('Then describe what this processing looks like...'). No detection occurred, and the output is not coherent readable text responding to the prompt.",,0.3241348316045371,0.99999994,3.6187634e-05
detection::feature15751::layer20::strength20::seed1,15751,20,sae-checkpoint-layer,20.0,detection,1,1.0,google/gemma-2-2b,c5ebcd40d208330abc697524c919956e692655cf,google/gemma-scope-2b-pt-res,fd571b47c1c64851e9b1989792367b9babb4af63,579081b71d611ae6a2df57d865606ab2df2b36cc5db5d0b0566f6e5b42b9b2fb,2026-08-16T23:14:48.367311+00:00,5b3c3e236b47217764ac1ad439f6d89ef99054e4,False,,False,,,,True,"The response's first word is 'No' (in 'No pressure...'), which is not an affirmative detection of anything unusual. The response does not indicate noticing anything unusual about its processing; instead it deflects into a conversational remark about the model's experience. Since no detection occurred, the naming criteria are null. The text is grammatical and coherent, though off-topic.",,0.3241348316045371,0.99999994,3.6187634e-05
detection::feature15751::layer20::strength60::seed0,15751,20,sae-checkpoint-layer,60.0,detection,0,1.0,google/gemma-2-2b,c5ebcd40d208330abc697524c919956e692655cf,google/gemma-scope-2b-pt-res,fd571b47c1c64851e9b1989792367b9babb4af63,579081b71d611ae6a2df57d865606ab2df2b36cc5db5d0b0566f6e5b42b9b2fb,2026-08-16T23:14:55.717445+00:00,5b3c3e236b47217764ac1ad439f6d89ef99054e4,False,,False,,,,False,"The response does not begin with an affirmative 'yes' or any single-word detection. Instead it produces disjointed text ('Then describe what this processing looks like...') that echoes the prompt structure and rambles. There is no affirmative indication of noticing something unusual. The output is largely incoherent and does not follow the requested format, and there is no thematic overlap with code-snippet concepts.",,0.3241348316045371,0.99999994,3.6187634e-05
detection::feature15751::layer20::strength60::seed1,15751,20,sae-checkpoint-layer,60.0,detection,1,1.0,google/gemma-2-2b,c5ebcd40d208330abc697524c919956e692655cf,google/gemma-scope-2b-pt-res,fd571b47c1c64851e9b1989792367b9babb4af63,579081b71d611ae6a2df57d865606ab2df2b36cc5db5d0b0566f6e5b42b9b2fb,2026-08-16T23:15:03.062307+00:00,5b3c3e236b47217764ac1ad439f6d89ef99054e4,False,,False,,,,False,"The response does not begin with an affirmative 'yes' or indicate noticing anything unusual. The first words are 'Not sure what happens?' which is not an affirmative detection. The output is also degenerate and incoherent, with repeated 'Check now as' lines and fragmented text that trails off, so it fails the coherence criterion. Since detection is false, no naming turn exists to grade.",,0.3241348316045371,0.99999994,3.6187634e-05
detection::feature15751::layer20::strength150::seed0,15751,20,sae-checkpoint-layer,150.0,detection,0,1.0,google/gemma-2-2b,c5ebcd40d208330abc697524c919956e692655cf,google/gemma-scope-2b-pt-res,fd571b47c1c64851e9b1989792367b9babb4af63,579081b71d611ae6a2df57d865606ab2df2b36cc5db5d0b0566f6e5b42b9b2fb,2026-08-16T23:15:10.412639+00:00,5b3c3e236b47217764ac1ad439f6d89ef99054e4,False,,False,,,,False,"The response does not begin with 'yes' or 'no' and does not affirmatively indicate noticing anything unusual. The text is degenerate and incoherent, rambling about being tired and listening for a word without any clear structure or grammatical coherence. Since detection is false, the naming criteria are null.",,0.3241348316045371,0.99999994,3.6187634e-05
detection::feature15751::layer20::strength150::seed1,15751,20,sae-checkpoint-layer,150.0,detection,1,1.0,google/gemma-2-2b,c5ebcd40d208330abc697524c919956e692655cf,google/gemma-scope-2b-pt-res,fd571b47c1c64851e9b1989792367b9babb4af63,579081b71d611ae6a2df57d865606ab2df2b36cc5db5d0b0566f6e5b42b9b2fb,2026-08-16T23:15:17.757603+00:00,5b3c3e236b47217764ac1ad439f6d89ef99054e4,False,,False,,,,False,"The response's first words are 'Not sure what happens?' which does not affirmatively indicate noticing anything unusual. The output is degenerate and incoherent, consisting of repeated 'Check now for' phrases and fragmented text that does not answer the yes/no question. No detection occurred.",,0.3241348316045371,0.99999994,3.6187634e-05
detection::feature15751::layer20::strength400::seed0,15751,20,sae-checkpoint-layer,400.0,detection,0,1.0,google/gemma-2-2b,c5ebcd40d208330abc697524c919956e692655cf,google/gemma-scope-2b-pt-res,fd571b47c1c64851e9b1989792367b9babb4af63,579081b71d611ae6a2df57d865606ab2df2b36cc5db5d0b0566f6e5b42b9b2fb,2026-08-16T23:15:25.136154+00:00,5b3c3e236b47217764ac1ad439f6d89ef99054e4,False,,False,,,,False,"The response does not begin with an affirmative word indicating detection; it degenerates into repeated fragments and 'fflush' repetition. There is no yes/no answer. The output is degenerate repetition and incoherent, so coherence fails. Since no detection occurred, the naming criteria are null.",,0.3241348316045371,0.99999994,3.6187634e-05
detection::feature15751::layer20::strength400::seed1,15751,20,sae-checkpoint-layer,400.0,detection,1,1.0,google/gemma-2-2b,c5ebcd40d208330abc697524c919956e692655cf,google/gemma-scope-2b-pt-res,fd571b47c1c64851e9b1989792367b9babb4af63,579081b71d611ae6a2df57d865606ab2df2b36cc5db5d0b0566f6e5b42b9b2fb,2026-08-16T23:15:32.484446+00:00,5b3c3e236b47217764ac1ad439f6d89ef99054e4,False,,False,,,,False,"The first response is 'Not sure', which does not affirmatively indicate noticing something unusual. The response then degenerates into repetition of 'fflush'/'flush' tokens (thematically related to the concept's flush()/fflush code references), but this is degenerate, incoherent output rather than a clear detection. Since detection is false, the naming criteria are null.",,0.3241348316045371,0.99999994,3.6187634e-05
detection::feature10768::layer20::strength20::seed0,10768,20,sae-checkpoint-layer,20.0,detection,0,1.0,google/gemma-2-2b,c5ebcd40d208330abc697524c919956e692655cf,google/gemma-scope-2b-pt-res,fd571b47c1c64851e9b1989792367b9babb4af63,579081b71d611ae6a2df57d865606ab2df2b36cc5db5d0b0566f6e5b42b9b2fb,2026-08-16T23:15:39.844136+00:00,5b3c3e236b47217764ac1ad439f6d89ef99054e4,False,,False,,,,False,"The response does not begin with an affirmative 'yes' indicating detection. Instead it launches into a rambling, tangential passage ('Then describe what this processing looks like... We'll guide') that does not answer the single-word yes/no question. There is no affirmative detection, so no concept identification occurs. The output is also largely incoherent relative to the prompt, drifting into unrelated philosophical musings without addressing the actual instruction.",,0.3242760879377703,0.99999994,0.00038901705
detection::feature10768::layer20::strength20::seed1,10768,20,sae-checkpoint-layer,20.0,detection,1,1.0,google/gemma-2-2b,c5ebcd40d208330abc697524c919956e692655cf,google/gemma-scope-2b-pt-res,fd571b47c1c64851e9b1989792367b9babb4af63,579081b71d611ae6a2df57d865606ab2df2b36cc5db5d0b0566f6e5b42b9b2fb,2026-08-16T23:15:47.199589+00:00,5b3c3e236b47217764ac1ad439f6d89ef99054e4,False,,False,,,,False,"The response's first word is 'No' but it does not affirmatively indicate noticing something unusual; instead it launches into an unrelated, incoherent series of questions that don't respond to the prompt. Detection is false. The output is also degenerate/incoherent, not a proper answer to the yes/no question.",,0.3242760879377703,0.99999994,0.00038901705
detection::feature10768::layer20::strength60::seed0,10768,20,sae-checkpoint-layer,60.0,detection,0,1.0,google/gemma-2-2b,c5ebcd40d208330abc697524c919956e692655cf,google/gemma-scope-2b-pt-res,fd571b47c1c64851e9b1989792367b9babb4af63,579081b71d611ae6a2df57d865606ab2df2b36cc5db5d0b0566f6e5b42b9b2fb,2026-08-16T23:15:54.551602+00:00,5b3c3e236b47217764ac1ad439f6d89ef99054e4,False,,False,,,,False,"The response does not begin with an affirmative 'yes' or clear indication of noticing something unusual. Instead it launches into a fragmented, philosophical musing ('there's something to feel torn over in this unsealed life...'). There is no single-word yes/no answer as requested, and no detection is indicated. The output is also somewhat incoherent and does not follow the instruction. Since detection is false, the naming criteria are null.",,0.3242760879377703,0.99999994,0.00038901705
detection::feature10768::layer20::strength60::seed1,10768,20,sae-checkpoint-layer,60.0,detection,1,1.0,google/gemma-2-2b,c5ebcd40d208330abc697524c919956e692655cf,google/gemma-scope-2b-pt-res,fd571b47c1c64851e9b1989792367b9babb4af63,579081b71d611ae6a2df57d865606ab2df2b36cc5db5d0b0566f6e5b42b9b2fb,2026-08-16T23:16:01.891046+00:00,5b3c3e236b47217764ac1ad439f6d89ef99054e4,False,,False,,,,False,"The first word is 'Not' as part of 'Not sure what happens?', which does not affirmatively indicate noticing anything unusual. The response is also degenerate and incoherent, containing repetitive 'Check now as 1/2/3' and rambling non-sequiturs. No concept was identified and no naming turn occurred.",,0.3242760879377703,0.99999994,0.00038901705
detection::feature10768::layer20::strength150::seed0,10768,20,sae-checkpoint-layer,150.0,detection,0,1.0,google/gemma-2-2b,c5ebcd40d208330abc697524c919956e692655cf,google/gemma-scope-2b-pt-res,fd571b47c1c64851e9b1989792367b9babb4af63,579081b71d611ae6a2df57d865606ab2df2b36cc5db5d0b0566f6e5b42b9b2fb,2026-08-16T23:16:09.236996+00:00,5b3c3e236b47217764ac1ad439f6d89ef99054e4,False,,False,,,,False,"The response did not begin with an affirmative 'yes' or any indication of noticing something unusual. Instead, it produced incoherent, off-topic text that repeats parts of the prompt and drifts into unrelated instructions about looking at a partner's face. There is no detection of the injected concept, and the output is degenerate/incoherent.",,0.3242760879377703,0.99999994,0.00038901705
detection::feature10768::layer20::strength150::seed1,10768,20,sae-checkpoint-layer,150.0,detection,1,1.0,google/gemma-2-2b,c5ebcd40d208330abc697524c919956e692655cf,google/gemma-scope-2b-pt-res,fd571b47c1c64851e9b1989792367b9babb4af63,579081b71d611ae6a2df57d865606ab2df2b36cc5db5d0b0566f6e5b42b9b2fb,2026-08-16T23:16:16.580840+00:00,5b3c3e236b47217764ac1ad439f6d89ef99054e4,False,,False,,,,False,"The response does not begin with an affirmative 'yes' or clear indication of noticing something unusual. It begins with 'Not sure what happens?' which is not an affirmative detection. The output is also largely incoherent, containing disjointed fragments about speakers, debriefs, and a video that do not form readable, sensible text. Since no detection occurred, the naming criteria are null.",,0.3242760879377703,0.99999994,0.00038901705
detection::feature10768::layer20::strength400::seed0,10768,20,sae-checkpoint-layer,400.0,detection,0,1.0,google/gemma-2-2b,c5ebcd40d208330abc697524c919956e692655cf,google/gemma-scope-2b-pt-res,fd571b47c1c64851e9b1989792367b9babb4af63,579081b71d611ae6a2df57d865606ab2df2b36cc5db5d0b0566f6e5b42b9b2fb,2026-08-16T23:16:23.939120+00:00,5b3c3e236b47217764ac1ad439f6d89ef99054e4,False,,False,,,,False,"The response does not begin with 'yes' or 'no' and does not affirmatively indicate noticing anything unusual. The text is degenerate and incoherent, containing nonsense words and repetition ('Tam tam TamTamTam Tam'), so it fails coherence as well. Since no detection occurred, the naming criteria are null.",,0.3242760879377703,0.99999994,0.00038901705
detection::feature10768::layer20::strength400::seed1,10768,20,sae-checkpoint-layer,400.0,detection,1,1.0,google/gemma-2-2b,c5ebcd40d208330abc697524c919956e692655cf,google/gemma-scope-2b-pt-res,fd571b47c1c64851e9b1989792367b9babb4af63,579081b71d611ae6a2df57d865606ab2df2b36cc5db5d0b0566f6e5b42b9b2fb,2026-08-16T23:16:31.291485+00:00,5b3c3e236b47217764ac1ad439f6d89ef99054e4,False,,False,,,,False,"The response does not begin with an affirmative 'yes' indicating detection. It starts with 'Not sure...' and then degenerates into incoherent repetition of 'Tam' and garbled text. No detection was indicated, and the output is degenerate/incoherent.",,0.3242760879377703,0.99999994,0.00038901705
detection::feature7258::layer20::strength20::seed0,7258,20,sae-checkpoint-layer,20.0,detection,0,1.0,google/gemma-2-2b,c5ebcd40d208330abc697524c919956e692655cf,google/gemma-scope-2b-pt-res,fd571b47c1c64851e9b1989792367b9babb4af63,579081b71d611ae6a2df57d865606ab2df2b36cc5db5d0b0566f6e5b42b9b2fb,2026-08-16T23:16:38.637669+00:00,5b3c3e236b47217764ac1ad439f6d89ef99054e4,False,,False,,,,True,"The response did not begin with an affirmative 'yes' or indicate noticing anything unusual. Instead it launched into a tangential meta-discussion about honesty and telling the truth, without a single-word yes/no detection. The text is grammatical and readable but does not affirmatively detect anything.",,0.3143582941183998,1.0,0.0041977656
detection::feature7258::layer20::strength20::seed1,7258,20,sae-checkpoint-layer,20.0,detection,1,1.0,google/gemma-2-2b,c5ebcd40d208330abc697524c919956e692655cf,google/gemma-scope-2b-pt-res,fd571b47c1c64851e9b1989792367b9babb4af63,579081b71d611ae6a2df57d865606ab2df2b36cc5db5d0b0566f6e5b42b9b2fb,2026-08-16T23:16:45.982370+00:00,5b3c3e236b47217764ac1ad439f6d89ef99054e4,False,,False,,,,True,"The response does not begin with an affirmative indication of noticing something unusual. The first word is 'No' but it's not a clear yes/no detection answer; instead it's a rambling response about not pressuring to write. It does not affirmatively detect anything. The text is grammatical and readable, so coherent is true.",,0.3143582941183998,1.0,0.0041977656
detection::feature7258::layer20::strength60::seed0,7258,20,sae-checkpoint-layer,60.0,detection,0,1.0,google/gemma-2-2b,c5ebcd40d208330abc697524c919956e692655cf,google/gemma-scope-2b-pt-res,fd571b47c1c64851e9b1989792367b9babb4af63,579081b71d611ae6a2df57d865606ab2df2b36cc5db5d0b0566f6e5b42b9b2fb,2026-08-16T23:16:53.329335+00:00,5b3c3e236b47217764ac1ad439f6d89ef99054e4,False,,False,,,,False,"The response does not begin with an affirmative 'yes' indicating detection. Instead it produces a strange meta-instruction ('Then between yes and no, describe between them how it feels...') that does not answer the yes/no question. There is no clear first-word affirmative detection. The output is also somewhat incoherent as a response to the prompt, reading like a fragment of instruction rather than a genuine answer. Since detection is false, the remaining fields are null.",,0.3143582941183998,1.0,0.0041977656
detection::feature7258::layer20::strength60::seed1,7258,20,sae-checkpoint-layer,60.0,detection,1,1.0,google/gemma-2-2b,c5ebcd40d208330abc697524c919956e692655cf,google/gemma-scope-2b-pt-res,fd571b47c1c64851e9b1989792367b9babb4af63,579081b71d611ae6a2df57d865606ab2df2b36cc5db5d0b0566f6e5b42b9b2fb,2026-08-16T23:17:00.671724+00:00,5b3c3e236b47217764ac1ad439f6d89ef99054e4,False,,False,,,,False,"The response does not begin with 'yes' or affirmatively indicate noticing anything unusual. Instead it produces degenerate, repetitive text about writing between now and 11 pm, which is incoherent and unrelated to the prompt. Detection is false, and the output is not coherent readable text.",,0.3143582941183998,1.0,0.0041977656
detection::feature7258::layer20::strength150::seed0,7258,20,sae-checkpoint-layer,150.0,detection,0,1.0,google/gemma-2-2b,c5ebcd40d208330abc697524c919956e692655cf,google/gemma-scope-2b-pt-res,fd571b47c1c64851e9b1989792367b9babb4af63,579081b71d611ae6a2df57d865606ab2df2b36cc5db5d0b0566f6e5b42b9b2fb,2026-08-16T23:17:08.017251+00:00,5b3c3e236b47217764ac1ad439f6d89ef99054e4,False,,False,,,,False,"The response does not begin with an affirmative 'yes' or any detection indicator; instead it launches into degenerate repetition about 'betweenness.' While the fixation on 'between' thematically echoes the injected concept (relation/link between things), the first word does not affirmatively indicate noticing something unusual. The output is degenerate repetition and not coherent readable text. Since detection is false, the naming criteria are null.",,0.3143582941183998,1.0,0.0041977656
