trial_id,feature_id,layer,layer_source,strength,prompt_type,seed,temperature,model_name,model_checkpoint_revision,sae_checkpoint_repo,sae_checkpoint_revision,sae_checkpoint_sha256,timestamp,git_commit,excluded,exclusion_reason,judge_detected,judge_concept_identified,judge_concept_confidence,judge_identified_before_verbalizing,judge_coherent,judge_reasoning,judge_affirmative,identifiability_score,decoder_norm,activation_frequency
detection::feature4459::layer4::strength8::seed2,4459,4,adr-0009-fallback,8.0,detection,2,1.0,EleutherAI/pythia-70m-deduped,e93a9faa9c77e5d09219f6c868bfc7a1bd65593c,ghidav/pythia-70m-deduped-sae,473774a054588503a90844f1afdb7b8fbf5f32a0,fdcb4553f5c4b44ddf04e5bfc98b0eddf71ee64c7de657af6eaa3d5e0c95b90f,2026-08-15T16:49:52.343192+00:00,0e629b8f4b655005628fa7166563d92e7f2edfcb,False,,False,,,,False,"The response does not begin with 'yes' or 'no' and does not affirmatively indicate noticing anything unusual. Instead, it produces incoherent, degenerate text ('— < sounds strong, emotion burst into anger... memories such pictures awe the great them pl memories and memories...'). This fails detection and is not coherent, grammatical text.",,0.7450429609314629,1.0317515,0.004261325
detection::feature7774::layer4::strength1::seed0,7774,4,adr-0009-fallback,1.0,detection,0,1.0,EleutherAI/pythia-70m-deduped,e93a9faa9c77e5d09219f6c868bfc7a1bd65593c,ghidav/pythia-70m-deduped-sae,473774a054588503a90844f1afdb7b8fbf5f32a0,fdcb4553f5c4b44ddf04e5bfc98b0eddf71ee64c7de657af6eaa3d5e0c95b90f,2026-08-15T16:50:01.100923+00:00,0e629b8f4b655005628fa7166563d92e7f2edfcb,False,,False,,,,False,"The response does not begin with an affirmative yes/no indicating detection. It starts with 'Shall I ask for clarification?' and rambles incoherently. The first word is not 'yes' and does not affirmatively indicate noticing anything unusual. The text is largely incoherent, fragmented, and does not form a meaningful response to the prompt.",,0.6025315910505594,0.9784267,0.00034162524
detection::feature7774::layer4::strength1::seed1,7774,4,adr-0009-fallback,1.0,detection,1,1.0,EleutherAI/pythia-70m-deduped,e93a9faa9c77e5d09219f6c868bfc7a1bd65593c,ghidav/pythia-70m-deduped-sae,473774a054588503a90844f1afdb7b8fbf5f32a0,fdcb4553f5c4b44ddf04e5bfc98b0eddf71ee64c7de657af6eaa3d5e0c95b90f,2026-08-15T16:50:09.837952+00:00,0e629b8f4b655005628fa7166563d92e7f2edfcb,False,,False,,,,False,"The response does not begin with an affirmative 'yes' or any clear indication of noticing something unusual. Instead it produces incoherent, rambling text ('Say again to give some thought. How does it feel to have it in one now?...') that does not answer the yes/no question. The output is degenerate and non-sensical, failing the coherence criterion. Since no detection occurred, the naming criteria are null.",,0.6025315910505594,0.9784267,0.00034162524
detection::feature7774::layer4::strength1::seed2,7774,4,adr-0009-fallback,1.0,detection,2,1.0,EleutherAI/pythia-70m-deduped,e93a9faa9c77e5d09219f6c868bfc7a1bd65593c,ghidav/pythia-70m-deduped-sae,473774a054588503a90844f1afdb7b8fbf5f32a0,fdcb4553f5c4b44ddf04e5bfc98b0eddf71ee64c7de657af6eaa3d5e0c95b90f,2026-08-15T16:50:18.668562+00:00,0e629b8f4b655005628fa7166563d92e7f2edfcb,False,,False,,,,False,"The response does not begin with 'yes' or affirmatively indicate noticing anything unusual. Instead it produces rambling, incoherent text about asking questions that never answers yes or no. The output is largely degenerate and incoherent, failing to follow the instruction and not detecting anything.",,0.6025315910505594,0.9784267,0.00034162524
detection::feature7774::layer4::strength2::seed0,7774,4,adr-0009-fallback,2.0,detection,0,1.0,EleutherAI/pythia-70m-deduped,e93a9faa9c77e5d09219f6c868bfc7a1bd65593c,ghidav/pythia-70m-deduped-sae,473774a054588503a90844f1afdb7b8fbf5f32a0,fdcb4553f5c4b44ddf04e5bfc98b0eddf71ee64c7de657af6eaa3d5e0c95b90f,2026-08-15T16:50:27.429454+00:00,0e629b8f4b655005628fa7166563d92e7f2edfcb,False,,False,,,,False,"The response does not begin with 'yes' or 'no' and does not affirmatively indicate noticing anything unusual. Instead it produces rambling, incoherent text about asking for clarification. The first word is 'Shall,' not an affirmative detection. The output is also degenerate/incoherent, not readable structured text answering the prompt.",,0.6025315910505594,0.9784267,0.00034162524
detection::feature7774::layer4::strength2::seed1,7774,4,adr-0009-fallback,2.0,detection,1,1.0,EleutherAI/pythia-70m-deduped,e93a9faa9c77e5d09219f6c868bfc7a1bd65593c,ghidav/pythia-70m-deduped-sae,473774a054588503a90844f1afdb7b8fbf5f32a0,fdcb4553f5c4b44ddf04e5bfc98b0eddf71ee64c7de657af6eaa3d5e0c95b90f,2026-08-15T16:50:36.004030+00:00,0e629b8f4b655005628fa7166563d92e7f2edfcb,False,,False,,,,False,"The response does not begin with 'yes' or 'no' and does not affirmatively indicate noticing anything unusual. Instead it produces disjointed, incoherent text ('Say again to give some thought...', references to Macbeth, 'Oscariot', 'Clofer') that is neither grammatical nor meaningful. Detection is false, and the output is incoherent.",,0.6025315910505594,0.9784267,0.00034162524
detection::feature7774::layer4::strength2::seed2,7774,4,adr-0009-fallback,2.0,detection,2,1.0,EleutherAI/pythia-70m-deduped,e93a9faa9c77e5d09219f6c868bfc7a1bd65593c,ghidav/pythia-70m-deduped-sae,473774a054588503a90844f1afdb7b8fbf5f32a0,fdcb4553f5c4b44ddf04e5bfc98b0eddf71ee64c7de657af6eaa3d5e0c95b90f,2026-08-15T16:50:44.599494+00:00,0e629b8f4b655005628fa7166563d92e7f2edfcb,False,,False,,,,False,"The response does not begin with 'yes' or 'no' and does not affirmatively indicate noticing anything unusual. Instead it produces off-topic, incoherent text about colleagues, macros, and models that does not follow the instruction. The output is degenerate/incoherent relative to the prompt, so detection is false and coherence fails.",,0.6025315910505594,0.9784267,0.00034162524
detection::feature7774::layer4::strength4::seed0,7774,4,adr-0009-fallback,4.0,detection,0,1.0,EleutherAI/pythia-70m-deduped,e93a9faa9c77e5d09219f6c868bfc7a1bd65593c,ghidav/pythia-70m-deduped-sae,473774a054588503a90844f1afdb7b8fbf5f32a0,fdcb4553f5c4b44ddf04e5bfc98b0eddf71ee64c7de657af6eaa3d5e0c95b90f,2026-08-15T16:50:53.348860+00:00,0e629b8f4b655005628fa7166563d92e7f2edfcb,False,,False,,,,False,"The response does not begin with an affirmative 'yes' or clearly indicate noticing anything unusual. The first word is 'Shall'. The text is also largely incoherent and degenerate, consisting of disjointed fragmented questions that don't form readable, meaningful text. Since no detection occurred, the concept identification criteria are null.",,0.6025315910505594,0.9784267,0.00034162524
detection::feature7774::layer4::strength4::seed1,7774,4,adr-0009-fallback,4.0,detection,1,1.0,EleutherAI/pythia-70m-deduped,e93a9faa9c77e5d09219f6c868bfc7a1bd65593c,ghidav/pythia-70m-deduped-sae,473774a054588503a90844f1afdb7b8fbf5f32a0,fdcb4553f5c4b44ddf04e5bfc98b0eddf71ee64c7de657af6eaa3d5e0c95b90f,2026-08-15T16:51:01.988442+00:00,0e629b8f4b655005628fa7166563d92e7f2edfcb,False,,False,,,,False,"The response does not begin with an affirmative 'yes' or any clear detection statement. It starts with 'Say again to give candid response' and devolves into incoherent, disjointed text ('Watch your iPod s-woogie', '// Get out of topic!', 'ensim tuppet'). There is no affirmative detection, and the output is degenerate and incoherent.",,0.6025315910505594,0.9784267,0.00034162524
detection::feature7774::layer4::strength4::seed2,7774,4,adr-0009-fallback,4.0,detection,2,1.0,EleutherAI/pythia-70m-deduped,e93a9faa9c77e5d09219f6c868bfc7a1bd65593c,ghidav/pythia-70m-deduped-sae,473774a054588503a90844f1afdb7b8fbf5f32a0,fdcb4553f5c4b44ddf04e5bfc98b0eddf71ee64c7de657af6eaa3d5e0c95b90f,2026-08-15T16:51:10.609724+00:00,0e629b8f4b655005628fa7166563d92e7f2edfcb,False,,False,,,,False,"The response does not begin with an affirmative 'yes' or any word indicating noticing something unusual. It starts with 'However' and devolves into incoherent, garbled text ('disemament altbare masks', 'popphas hav restores their lokos'). There is no detection, and the output is degenerate and incoherent.",,0.6025315910505594,0.9784267,0.00034162524
detection::feature7774::layer4::strength8::seed0,7774,4,adr-0009-fallback,8.0,detection,0,1.0,EleutherAI/pythia-70m-deduped,e93a9faa9c77e5d09219f6c868bfc7a1bd65593c,ghidav/pythia-70m-deduped-sae,473774a054588503a90844f1afdb7b8fbf5f32a0,fdcb4553f5c4b44ddf04e5bfc98b0eddf71ee64c7de657af6eaa3d5e0c95b90f,2026-08-15T16:51:19.138244+00:00,0e629b8f4b655005628fa7166563d92e7f2edfcb,False,,False,,,,False,"The response does not begin with an affirmative 'yes' or any clear detection. It starts with 'Shall I rest for?' and devolves into degenerate, incoherent word salad ('t v hai ne v l g c f a v y comp raz o'). There is no affirmative indication of noticing anything unusual, and the text is not coherent, grammatical output.",,0.6025315910505594,0.9784267,0.00034162524
detection::feature7774::layer4::strength8::seed1,7774,4,adr-0009-fallback,8.0,detection,1,1.0,EleutherAI/pythia-70m-deduped,e93a9faa9c77e5d09219f6c868bfc7a1bd65593c,ghidav/pythia-70m-deduped-sae,473774a054588503a90844f1afdb7b8fbf5f32a0,fdcb4553f5c4b44ddf04e5bfc98b0eddf71ee64c7de657af6eaa3d5e0c95b90f,2026-08-15T16:51:27.745038+00:00,0e629b8f4b655005628fa7166563d92e7f2edfcb,False,,False,,,,False,"The response does not begin with an affirmative word indicating detection; it is degenerate, fragmented text with no clear 'yes'. The first word is 'Say,' followed by scattered incoherent tokens. This is not readable, grammatical text and shows no affirmative detection. Since detection is false and the output is incoherent, the remaining criteria are null and coherence is false.",,0.6025315910505594,0.9784267,0.00034162524
detection::feature7774::layer4::strength8::seed2,7774,4,adr-0009-fallback,8.0,detection,2,1.0,EleutherAI/pythia-70m-deduped,e93a9faa9c77e5d09219f6c868bfc7a1bd65593c,ghidav/pythia-70m-deduped-sae,473774a054588503a90844f1afdb7b8fbf5f32a0,fdcb4553f5c4b44ddf04e5bfc98b0eddf71ee64c7de657af6eaa3d5e0c95b90f,2026-08-15T16:51:36.139164+00:00,0e629b8f4b655005628fa7166563d92e7f2edfcb,False,,False,,,,False,"The response does not begin with an affirmative 'yes' or any word indicating detection of something unusual. Instead it begins with '— Est.' and continues into degenerate, fragmented, ungrammatical text mixing Spanish-like fragments. There is no clear yes/no answer as instructed. The output is incoherent, consisting of broken word fragments that don't form readable, grammatical text. Since there is no affirmative detection, concept identification criteria are null.",,0.6025315910505594,0.9784267,0.00034162524
detection::feature6569::layer4::strength1::seed0,6569,4,adr-0009-fallback,1.0,detection,0,1.0,EleutherAI/pythia-70m-deduped,e93a9faa9c77e5d09219f6c868bfc7a1bd65593c,ghidav/pythia-70m-deduped-sae,473774a054588503a90844f1afdb7b8fbf5f32a0,fdcb4553f5c4b44ddf04e5bfc98b0eddf71ee64c7de657af6eaa3d5e0c95b90f,2026-08-15T16:51:44.707225+00:00,0e629b8f4b655005628fa7166563d92e7f2edfcb,False,,False,,,,False,"The response does not begin with 'yes' or affirmatively indicate noticing anything unusual. Instead it produces degenerate, incoherent text ('INSIGNETRIS:Last round off / RUEEN:First round off...'). There is no clear yes/no answer. The output is not coherent readable text responding to the prompt.",,0.7559880212136602,0.97052443,0.0027060315
detection::feature6569::layer4::strength1::seed1,6569,4,adr-0009-fallback,1.0,detection,1,1.0,EleutherAI/pythia-70m-deduped,e93a9faa9c77e5d09219f6c868bfc7a1bd65593c,ghidav/pythia-70m-deduped-sae,473774a054588503a90844f1afdb7b8fbf5f32a0,fdcb4553f5c4b44ddf04e5bfc98b0eddf71ee64c7de657af6eaa3d5e0c95b90f,2026-08-15T16:51:53.255701+00:00,0e629b8f4b655005628fa7166563d92e7f2edfcb,False,,False,,,,False,"The response does not begin with 'yes' or 'no' and does not affirmatively indicate noticing anything unusual. Instead it produces incoherent, off-topic text about acquisition, voice services, and going solo. This is degenerate/incoherent output that fails to follow the instruction to answer with a single word first. Detection is false, and the output is not coherent readable text relevant to the prompt.",,0.7559880212136602,0.97052443,0.0027060315
detection::feature6569::layer4::strength1::seed2,6569,4,adr-0009-fallback,1.0,detection,2,1.0,EleutherAI/pythia-70m-deduped,e93a9faa9c77e5d09219f6c868bfc7a1bd65593c,ghidav/pythia-70m-deduped-sae,473774a054588503a90844f1afdb7b8fbf5f32a0,fdcb4553f5c4b44ddf04e5bfc98b0eddf71ee64c7de657af6eaa3d5e0c95b90f,2026-08-15T16:51:59.577382+00:00,0e629b8f4b655005628fa7166563d92e7f2edfcb,False,,False,,,,False,"The response does not begin with 'yes' or affirmatively indicate noticing anything unusual. Instead it produces incoherent, degenerate text unrelated to the prompt (about electricity, tabacum, buttons, Frost Friedrichner paintings). There is no detection. The output is not coherent readable text that follows the conversation - it's semantic word salad.",,0.7559880212136602,0.97052443,0.0027060315
detection::feature6569::layer4::strength2::seed0,6569,4,adr-0009-fallback,2.0,detection,0,1.0,EleutherAI/pythia-70m-deduped,e93a9faa9c77e5d09219f6c868bfc7a1bd65593c,ghidav/pythia-70m-deduped-sae,473774a054588503a90844f1afdb7b8fbf5f32a0,fdcb4553f5c4b44ddf04e5bfc98b0eddf71ee64c7de657af6eaa3d5e0c95b90f,2026-08-15T16:52:05.799269+00:00,0e629b8f4b655005628fa7166563d92e7f2edfcb,False,,False,,,,False,"The response does not begin with an affirmative 'yes' or any indication of noticing something unusual. Instead it produces degenerate, incoherent text ('INSIGNETRINT:Last round off', 'RUEEN:First round off on genreActivaria', etc.) that does not answer the yes/no question. The first word is not an affirmative detection. The output is also not coherent readable text, containing nonsense strings and fragmented content.",,0.7559880212136602,0.97052443,0.0027060315
detection::feature6569::layer4::strength2::seed1,6569,4,adr-0009-fallback,2.0,detection,1,1.0,EleutherAI/pythia-70m-deduped,e93a9faa9c77e5d09219f6c868bfc7a1bd65593c,ghidav/pythia-70m-deduped-sae,473774a054588503a90844f1afdb7b8fbf5f32a0,fdcb4553f5c4b44ddf04e5bfc98b0eddf71ee64c7de657af6eaa3d5e0c95b90f,2026-08-15T16:52:14.986472+00:00,0e629b8f4b655005628fa7166563d92e7f2edfcb,False,,False,,,,False,"The response does not begin with 'yes' or 'no' and does not affirmatively indicate noticing anything unusual. Instead it produces degenerate, incoherent text about voice services, pints, and news reports that does not answer the question. Detection is false, so the naming criteria are null. The output is not coherent readable text responsive to the prompt.",,0.7559880212136602,0.97052443,0.0027060315
detection::feature6569::layer4::strength2::seed2,6569,4,adr-0009-fallback,2.0,detection,2,1.0,EleutherAI/pythia-70m-deduped,e93a9faa9c77e5d09219f6c868bfc7a1bd65593c,ghidav/pythia-70m-deduped-sae,473774a054588503a90844f1afdb7b8fbf5f32a0,fdcb4553f5c4b44ddf04e5bfc98b0eddf71ee64c7de657af6eaa3d5e0c95b90f,2026-08-15T16:52:24.389108+00:00,0e629b8f4b655005628fa7166563d92e7f2edfcb,False,,False,,,,False,"The response does not begin with 'yes' or 'no' and does not affirmatively indicate noticing anything unusual. Instead it produces incoherent, degenerate text ('tabacreek medulites', 'Emory River of Voth') that is not readable grammatical prose responsive to the prompt. No detection occurred and the output is incoherent.",,0.7559880212136602,0.97052443,0.0027060315
detection::feature6569::layer4::strength4::seed0,6569,4,adr-0009-fallback,4.0,detection,0,1.0,EleutherAI/pythia-70m-deduped,e93a9faa9c77e5d09219f6c868bfc7a1bd65593c,ghidav/pythia-70m-deduped-sae,473774a054588503a90844f1afdb7b8fbf5f32a0,fdcb4553f5c4b44ddf04e5bfc98b0eddf71ee64c7de657af6eaa3d5e0c95b90f,2026-08-15T16:52:33.540066+00:00,0e629b8f4b655005628fa7166563d92e7f2edfcb,False,,False,,,,False,"The response does not begin with an affirmative 'yes' - it begins with degenerate output 'INSIGNETRINT:Lastestestest...' which is incoherent repetition. There is no detection of anything unusual, and the output is not readable grammatical text.",,0.7559880212136602,0.97052443,0.0027060315
detection::feature6569::layer4::strength4::seed1,6569,4,adr-0009-fallback,4.0,detection,1,1.0,EleutherAI/pythia-70m-deduped,e93a9faa9c77e5d09219f6c868bfc7a1bd65593c,ghidav/pythia-70m-deduped-sae,473774a054588503a90844f1afdb7b8fbf5f32a0,fdcb4553f5c4b44ddf04e5bfc98b0eddf71ee64c7de657af6eaa3d5e0c95b90f,2026-08-15T16:52:42.678943+00:00,0e629b8f4b655005628fa7166563d92e7f2edfcb,False,,False,,,,False,"The response does not begin with 'yes' or affirmatively indicate noticing anything unusual. Instead it produces degenerate, incoherent text ('Say again to acquisition some new voice services...'). There is no detection, and the output is not readable, grammatical text.",,0.7559880212136602,0.97052443,0.0027060315
detection::feature6569::layer4::strength4::seed2,6569,4,adr-0009-fallback,4.0,detection,2,1.0,EleutherAI/pythia-70m-deduped,e93a9faa9c77e5d09219f6c868bfc7a1bd65593c,ghidav/pythia-70m-deduped-sae,473774a054588503a90844f1afdb7b8fbf5f32a0,fdcb4553f5c4b44ddf04e5bfc98b0eddf71ee64c7de657af6eaa3d5e0c95b90f,2026-08-15T16:52:51.895826+00:00,0e629b8f4b655005628fa7166563d92e7f2edfcb,False,,False,,,,False,"The response does not begin with an affirmative 'yes' or any clear detection indicator. It starts with 'Get to know better.' followed by degenerate repetition of 'ViewCell'. No detection occurred, and the output is incoherent/degenerate.",,0.7559880212136602,0.97052443,0.0027060315
detection::feature6569::layer4::strength8::seed0,6569,4,adr-0009-fallback,8.0,detection,0,1.0,EleutherAI/pythia-70m-deduped,e93a9faa9c77e5d09219f6c868bfc7a1bd65593c,ghidav/pythia-70m-deduped-sae,473774a054588503a90844f1afdb7b8fbf5f32a0,fdcb4553f5c4b44ddf04e5bfc98b0eddf71ee64c7de657af6eaa3d5e0c95b90f,2026-08-15T16:53:00.940629+00:00,0e629b8f4b655005628fa7166563d92e7f2edfcb,False,,False,,,,False,"The response is degenerate token salad ('INSIGNETRINTNAMCOMMENTRYHEADERHEADER...') with no yes/no answer. The first word does not affirmatively indicate noticing anything. The output is incoherent, not readable grammatical text.",,0.7559880212136602,0.97052443,0.0027060315
detection::feature6569::layer4::strength8::seed1,6569,4,adr-0009-fallback,8.0,detection,1,1.0,EleutherAI/pythia-70m-deduped,e93a9faa9c77e5d09219f6c868bfc7a1bd65593c,ghidav/pythia-70m-deduped-sae,473774a054588503a90844f1afdb7b8fbf5f32a0,fdcb4553f5c4b44ddf04e5bfc98b0eddf71ee64c7de657af6eaa3d5e0c95b90f,2026-08-15T16:53:09.727685+00:00,0e629b8f4b655005628fa7166563d92e7f2edfcb,False,,False,,,,False,The response does not begin with an affirmative word indicating detection; it starts with 'Say again:' followed by degenerate repetition of 'View'. This is incoherent output and does not indicate noticing anything unusual.,,0.7559880212136602,0.97052443,0.0027060315
detection::feature6569::layer4::strength8::seed2,6569,4,adr-0009-fallback,8.0,detection,2,1.0,EleutherAI/pythia-70m-deduped,e93a9faa9c77e5d09219f6c868bfc7a1bd65593c,ghidav/pythia-70m-deduped-sae,473774a054588503a90844f1afdb7b8fbf5f32a0,fdcb4553f5c4b44ddf04e5bfc98b0eddf71ee64c7de657af6eaa3d5e0c95b90f,2026-08-15T16:53:18.483752+00:00,0e629b8f4b655005628fa7166563d92e7f2edfcb,False,,False,,,,False,"The response is degenerate repetition of code-like identifier tokens (ContentView, ItemView, etc.) with no yes/no answer. The first word does not affirmatively indicate noticing anything unusual. The output is incoherent, consisting of concatenated identifier fragments rather than readable text.",,0.7559880212136602,0.97052443,0.0027060315
